freq,verbatim_term,prefLabel_en
13,sous,sou
2,livres,livre
4,lb,lb
1,frans,fran
3,liard,liard
1,francs,franc
1,lb.,lb.
1,florins,florin
2,pistolet,pistolet
1,deniers,denier
1,s,
2,carolus,carolu
3,teston,teston
2,écu,écu
2,real,real
1,sou,sou
1,billon,billon
1,reals,real
1,écus,écu
1,lb t.,lb
1,old douzains,old douzain
1,gold denier,gold denier
1,old sou,sou
1,sous from france,sou
1,sous from spain,sou
