folio,text in tag,before,after
tl_p018v_preTEI,thickness of threeballs,"['passe-volant', '&', 'other', 'smaller', 'ones', 'one', 'gives', 'them', 'powder', 'the']","['In', 'general', 'one', 'charges', 'all', 'pieces', 'up', 'to', 'the', 'escutcheon']"
tl_p018v_preTEI,up to theescutcheon,"['thickness', 'of', 'three', 'balls', 'In', 'general', 'one', 'charges', 'all', 'pieces']","['One', 'charges', 'with', 'the', 'ladle', 'all', 'pieces', 'from', 'the', 'cannon']"
tl_p018v_preTEI,quintals,"['all', 'pieces', 'from', 'the', 'cannon', 'to', 'the', 'piece', 'of', 'four']","['de', 'char', 'and', 'one', 'gives', 'them', 'two', 'ladles', 'of', 'cannon']"
tl_p018v_preTEI,ladles,"['of', 'four', 'quintals', 'de', 'char', 'and', 'one', 'gives', 'them', 'two']","['of', 'cannon', 'powder', 'or', 'one', '&', 'a', 'half', 'of', 'arquebus']"
tl_p018v_preTEI,ladle,"['all', 'pieces', 'up', 'to', 'the', 'escutcheon', 'One', 'charges', 'with', 'the']","['all', 'pieces', 'from', 'the', 'cannon', 'to', 'the', 'piece', 'of', 'four']"
tl_p018v_preTEI,quintal,"['all', 'pieces', 'from', 'the', 'cannon', 'to', 'the', 'piece', 'of', 'four']","['s', 'de', 'char', 'and', 'one', 'gives', 'them', 'two', 'ladles', 'of']"
tl_p018v_preTEI,quintals,"['The', 'field', 'piece', 'weighs', 'ten', 'or', 'twelve']","['&', 'is', 'ten', 'pans', 'long', 'or', '12', 'Its', 'ball', 'weighs']"
tl_p018v_preTEI,lb,"['pans', 'long', 'or', '12', 'Its', 'ball', 'weighs', 'vi', 'or', 'vii']","['&', 'its', 'charge', 'is', '4', 'lb', 'of', 'powder', 'At', 'the']"
tl_p018v_preTEI,lb,"['weighs', 'vi', 'or', 'vii', 'lb', '&', 'its', 'charge', 'is', '4']","['of', 'powder', 'At', 'the', 'breech', 'it', 'has', 'three', 'balls', '&']"
tl_p018v_preTEI,At the breech it hasthree balls & two in front,"['vii', 'lb', '&', 'its', 'charge', 'is', '4', 'lb', 'of', 'powder']","['as', 'do', 'all', 'pieces', 'that', 'are', 'smaller', 'than', 'the', 'average']"
tl_p018v_preTEI,caliber,"['one', 'fires', 'them', 'more', 'frequently', 'than', 'the', 'large', 'pieces', 'Their']","['is', 'also', 'small', 'which', 'makes', 'the', 'breech', '3', 'balls', 'thick']"
tl_p018v_preTEI,3 ballsthick,"['pieces', 'Their', 'caliber', 'is', 'also', 'small', 'which', 'makes', 'the', 'breech']","['They', 'are', 'used', 'for', 'following', 'a', 'camp', 'promptly', '&', 'for']"
tl_p018v_preTEI,quintals,"['The', 'passe-volant', 'weighs', 'vi']","['is', 'eight', 'or', 'nine', 'pans', 'long', 'Its', 'ball', 'weighs', 'two']"
tl_p018v_preTEI,lb,"['is', 'eight', 'or', 'nine', 'pans', 'long', 'Its', 'ball', 'weighs', 'two']","['&', 'for', 'its', 'charge', 'a', 'lb', '&', 'a', 'half', 'of']"
tl_p018v_preTEI,lb,"['Its', 'ball', 'weighs', 'two', 'lb', '&', 'for', 'its', 'charge', 'a']","['&', 'a', 'half', 'of', 'powder', 'At', 'the', 'breech', 'it', 'has']"
tl_p018v_preTEI,At the breechit has three balls & two in the front,"['for', 'its', 'charge', 'a', 'lb', '&', 'a', 'half', 'of', 'powder']","['Two', 'horses', 'can', 'move', 'it', 'for', 'a', 'single', 'horse', 'does']"
tl_p018v_preTEI,quintals,"['The', 'falconet', 'weighs', '4']","['is', 'x', 'pans', 'long', 'Its', 'ball', 'weighs', 'one', 'lb', '&']"
tl_p018v_preTEI,lb,"['4', 'quintals', 'is', 'x', 'pans', 'long', 'Its', 'ball', 'weighs', 'one']","['&', 'a', 'quarter', 'its', 'charge', 'is', 'half', 'a', 'lb', 'of']"
tl_p018v_preTEI,lb,"['one', 'lb', '&', 'a', 'quarter', 'its', 'charge', 'is', 'half', 'a']","['of', 'powder', 'At', 'the', 'breech', 'three', 'balls', 'at', 'the', 'front']"
tl_p018v_preTEI,At thebreech three balls,"['a', 'quarter', 'its', 'charge', 'is', 'half', 'a', 'lb', 'of', 'powder']","['at', 'the', 'front', 'two', 'To', 'move', 'it', 'two', 'horses', 'although']"
tl_p019r_preTEI,ladle,"['pieces', 'The', 'falconet', 'is', 'loaded', 'with', 'a']","['and', 'one', 'commonly', 'gives', 'it', 'only', 'one', 'ladle', 'There', 'are']"
tl_p019r_preTEI,quintals,"['only', 'one', 'ladle', 'There', 'are', 'also', 'other', 'falconets', 'weighing', 'three']","['and', 'which', 'are', 'nine', 'pans', 'long', 'Their', 'ball', 'weighs', 'half']"
tl_p019r_preTEI,half alb,"['quintals', 'and', 'which', 'are', 'nine', 'pans', 'long', 'Their', 'ball', 'weighs']","['Their', 'charge', 'is', 'a', 'quarter', 'of', 'powder', 'It', 'is', 'loaded']"
tl_p019r_preTEI,"At thebreech, 3 balls, & 2 in front","['either', 'with', 'a', 'ladle', 'but', 'more', 'commonly', 'with', 'a', 'charge']","['To', 'the', 'small', 'pieces', 'which', 'are', 'under', '3', 'quintals', 'one']"
tl_p019r_preTEI,quintals,"['in', 'front', 'To', 'the', 'small', 'pieces', 'which', 'are', 'under', '3']","['one', 'gives', 'them', 'at', 'least', '3', 'balls', '&', 'a', 'twelfth']"
tl_p019r_preTEI,3 balls& a twelfth part of a ball,"['which', 'are', 'under', '3', 'quintals', 'one', 'gives', 'them', 'at', 'least']","['at', 'the', 'breech', '&', 'sometimes', 'takes', 'away', 'from', 'the', 'front']"
tl_p019r_preTEI,quintal,"['A', 'double', 'musket', 'weighs', '2']","['s', 'is', 'seven', 'pans', 'long', 'carries', 'a', 'ball', 'of', 'a']"
tl_p019r_preTEI,lb,"['pans', 'long', 'carries', 'a', 'ball', 'of', 'a', 'quarter', 'of', 'a']","['or', 'a', 'little', 'less', 'At', 'the', 'breech', '3', 'balls', 'two']"
tl_p019r_preTEI,At the breech 3 ,"['of', 'a', 'quarter', 'of', 'a', 'lb', 'or', 'a', 'little', 'less']","['balls', 'two', 'in', 'front', 'One', 'loads', 'it', 'with', 'as', 'much']"
tl_p019r_preTEI,balls,"['a', 'lb', 'or', 'a', 'little', 'less', 'At', 'the', 'breech', '3']","['two', 'in', 'front', 'One', 'loads', 'it', 'with', 'as', 'much', 'powder']"
tl_p019r_preTEI,ball,"['musket', 'weighs', '2', 'quintals', 'is', 'seven', 'pans', 'long', 'carries', 'a']","['of', 'a', 'quarter', 'of', 'a', 'lb', 'or', 'a', 'little', 'less']"
tl_p019r_preTEI,up to the top ofthe escutcheon,"['front', 'One', 'loads', 'it', 'with', 'as', 'much', 'powder', 'as', 'ball']","['which', 'in', 'these', 'small', 'pieces', 'can', 'amount', 'to', '3', 'or']"
tl_p019r_preTEI,balls,"['in', 'these', 'small', 'pieces', 'can', 'amount', 'to', '3', 'or', '4']","['of', 'arquebus', 'powder', 'For', 'if', 'one', 'uses', 'cannon', 'powder', 'one']"
tl_p019r_preTEI,thickness of ,"['one', 'uses', 'cannon', 'powder', 'one', 'can', 'load', 'it', 'to', 'a']","['c', 'five', 'balls']"
tl_p019r_preTEI,ladle,"['one', 'shoots', 'a', 'metal', 'ball', 'one', 'over-charges', 'by', 'a', 'quarter']","['because', 'if', 'a', 'cannon', 'ball', 'weighs', '40', 'lb', 'the', 'metal']"
tl_p019r_preTEI,lb,"['a', 'quarter', 'ladle', 'because', 'if', 'a', 'cannon', 'ball', 'weighs', '40']","['the', 'metal', 'one', 'weighs', 'lx', 'lb', 'One', 'also', 'takes', 'the']"
tl_p019r_preTEI,lb,"['cannon', 'ball', 'weighs', '40', 'lb', 'the', 'metal', 'one', 'weighs', 'lx']","['One', 'also', 'takes', 'the', 'gun-sight', 'higher', 'when', 'shooting', 'a', 'metal']"
tl_p019r_preTEI,lines,"['one', 'shoots', 'an', 'iron', 'iron', 'ball', 'point-blank', 'one', 'takes', 'six']","['higher', 'when', 'shooting', 'metal', 'balls', 'A', 'metal', 'ball', 'makes', 'alloyed']"
tl_p019r_preTEI,quintal,"['A', 'simple', 'musket', 'weighs', 'one']","['is', 'six', 'pans', 'long', 'carries', 'a', 'ball', 'weighing', 'qu', 'One']"
tl_p019r_preTEI,quintal,"['One', 'has', 'no', 'consideration', 'for', 'those', 'which', 'are', 'under', 'two']","['s', 'which', 'readily', 'carry', 'lead', 'balls', 'un', 'of', 'the', 'weight']"
tl_p019r_preTEI,up to the escutcheon,"['will', 'penetrate', 'more', 'than', 'six', 'lead', 'ones', 'Its', 'charge', 'is']","['namely', 'the', 'thickness', 'of', '4', 'balls']"
tl_p019r_preTEI,thickness of 4balls,"['ones', 'Its', 'charge', 'is', 'up', 'to', 'the', 'escutcheon', 'namely', 'the']",[]
tl_p019r_preTEI,lb,"['Arquebus', 'à', 'croc', 'weighs', 'lx']","['that', 'is', 'to', 'say', 'the', 'large', 'one', 'is', 'five', 'pans']"
tl_p019r_preTEI,up to theescutcheon,"['the', 'large', 'one', 'is', 'five', 'pans', 'long', 'its', 'charge', 'is']","['namely', 'the', 'length', 'of', '4', 'balls', 'it', 'carries', 'lead', 'balls']"
tl_p019v_preTEI,required distance,"['the', 'fold', 'e', 'gives', 'you', 'a', 'straight', 'line', 'at', 'the']","['from', 'which', 'trace', 'a', 'point', '&', 'a', 'or', 'a', 'line']"
tl_p020r_preTEI,as much of one as the other,"['with', 'melted', 'fresh', 'butter', 'and', 'milk', 'and', 'that', 'there', 'be']","['in', 'such', 'a', 'manner', 'that', 'it', 'is', 'very', 'light', 'in']"
tl_p020r_preTEI,bundle,"['glassworkers', 'put', 'on', 'Glass', 'from', 'Lorraine', 'is', 'sold', 'by', 'the']","['&', 'each', 'bundle', 'is', 'composed', 'of', 'three', 'tablets', 'The', 'bundle']"
tl_p020r_preTEI,tablets,"['by', 'the', 'bundle', '&', 'each', 'bundle', 'is', 'composed', 'of', 'three']","['The', 'bundle', 'costs', 'usually', 'x', 'sous', 'Plate', 'glass', 'is', 'sold']"
tl_p020r_preTEI,bundle,"['Glass', 'from', 'Lorraine', 'is', 'sold', 'by', 'the', 'bundle', '&', 'each']","['is', 'composed', 'of', 'three', 'tablets', 'The', 'bundle', 'costs', 'usually', 'x']"
tl_p020r_preTEI,plates,"['Plate', 'glass', 'is', 'sold', 'by', 'paniers', 'Every', 'panier', 'contains', '24']","['that', 'are', 'commonly', 'sold', 'at', 'x', 'or', 'twelve', 'lb']"
tl_p020v_preTEI,quintals,"['all', 'the', 'more', 'since', 'it', 'weighs', 'two', 'hundred', 'and', 'fifty']",[]
tl_p021r_preTEI,up to the escutcheon,"['not', 'loaded', 'with', 'a', 'ladle', 'one', 'charges', 'them', 'with', 'powder']","['which', 'is', 'placed', 'on', 'the', 'piece', 'with', 'due', 'proportion']"
tl_p022v_preTEI,lb,"['A', 'small', 'arquebus', 'à', 'croc', 'weighs', '40']","['is', 'four', 'pans', 'long', 'is', 'loaded', 'up', 'to', 'the', 'escutcheon']"
tl_p022v_preTEI,up to theescutcheon,"['croc', 'weighs', '40', 'lb', 'is', 'four', 'pans', 'long', 'is', 'loaded']","['has', 'three', 'balls', 'at', 'the', 'breech', '&', 'two', 'in', 'front']"
tl_p022v_preTEI,three balls at the breech & twoin front,"['four', 'pans', 'long', 'is', 'loaded', 'up', 'to', 'the', 'escutcheon', 'has']",[]
tl_p022v_preTEI,line,"['cannon', 'except', 'that', 'it', 'carries', 'its', 'ball', 'which', 'has', 'one']","['of', 'thickness', 'or', 'of', 'diameter', 'more', 'The', 'line', 'is', 'a']"
tl_p022v_preTEI,line,"['has', 'one', 'line', 'of', 'thickness', 'or', 'of', 'diameter', 'more', 'The']","['is', 'a', 'twelfth', 'part', 'of', 'the', 'ball', 'of', 'the', 'cannon']"
tl_p022v_preTEI,twelfth part of theball of the ,"['of', 'thickness', 'or', 'of', 'diameter', 'more', 'The', 'line', 'is', 'a']","['cannon', 'At', 'the', 'breech', 'it', 'has', 'one', 'line', 'of', 'thickess']"
tl_p022v_preTEI,line,"['ball', 'of', 'the', 'cannon', 'At', 'the', 'breech', 'it', 'has', 'one']","['of', 'thickess', 'more', 'than', 'the', 'cannon', '&', 'half', 'at', 'the']"
tl_p022v_preTEI,lb,"['half', 'at', 'the', 'front', 'Its', 'charge', 'is', 'six', 'or', 'seven']","['of', 'powder', 'more', 'than', 'a', 'cannon', 'namely', 'by', 'two', 'big']"
tl_p022v_preTEI,lb,"['cannon', 'namely', 'by', 'two', 'big', 'ladles', 'Its', 'ball', 'weighs', '56']","['One', 'needs', 'thirty', 'horses', 'to', 'draw', 'it', 'It', 'makes', 'much']"
tl_p023r_preTEI,quintals,"['Such', 'a', 'petard', 'is', 'made', 'which', 'weighs', 'three']","['carries', 'a', 'cannonball', 'flat', 'on', 'the', 'side', 'on', 'which', 'it']"
tl_p023r_preTEI,lb,"['It', 'is', 'two', 'pans', 'long', 'It', 'is', 'charged', 'with', 'xxv']","['of', 'powder', 'for', 'at', 'it', 'needs', 'to', 'be', 'full', 'up']"
tl_p023r_preTEI,quintals,"['to', 'be', 'better', 'than', 'that', 'of', 'pieces', '&', 'for', '4']","['of', 'fine', 'copper', 'there', 'ought', 'to', 'be', 'only', 'one', 'quintal']"
tl_p023r_preTEI,quintal,"['Such', 'a', 'petard', 'is', 'made', 'which', 'weighs', 'three']","['s', 'carries', 'a', 'cannonball', 'flat', 'on', 'the', 'side', 'on', 'which']"
tl_p023r_preTEI,lb,"['but', 'here', 'one', 'needs', 'only', 'half', 'a', 'charge', 'namely', 'x']","['&', 'to', 'fill', 'it', 'with', 'flint', 'stones', '&', 'cart', 'flint']"
tl_p023v_preTEI,parts,"['to', 'wet', 'the', 'canvas', '&', 'not', 'the', 'powder', 'in', 'two']","['of', 'vinegar', '&', 'of', 'one', 'of', 'eau-de-vie', 'Next', 'let', 'the']"
tl_p023v_preTEI,two times longer than thesausage,"['said', 'sausage', 'a', 'long', 'string', 'or', 'cord', 'which', 'should', 'be']","['&', 'one', 'ought', 'not', 'to', 'tighten', 'it', 'to', 'the', 'sausage']"
tl_p023v_preTEI,lb,"['iron', 'grates', 'are', 'sufficient', 'if', 'they', 'weigh', '40', 'or', '50']","['Moreover', 'as', 'for', 'its', 'charge', 'ball', '&', 'fashion', 'of', 'proceeding']"
tl_p023v_preTEI,quintals,"['as', 'is', 'already', 'said', 'above', 'concerning', 'the', 'one', 'of', '3']","['One', 'man', 'can', 'carry', 'it']"
tl_p023v_preTEI,half,"['on', 'one', 'side', '&', 'flat', 'on', 'the', 'other', 'like', 'a']","['ball', 'a', 'half', 'of', 'a', 'cut', 'ball', 'It', 'is', 'also']"
tl_p024r_preTEI,quintal,"['metal', 'of', 'a', 'large', 'bell', 'is', 'made', 'one', 'with', '3']","['s', 'of', 'rosette', '&', 'twenty', 'or', 'xxv', 'lb', 'of', 'tin']"
tl_p024r_preTEI,lb,"['one', 'with', '3', 'quintals', 'of', 'rosette', '&', 'twenty', 'or', 'xxv']","['of', 'tin', 'Tan', 'Each', 'grenade', 'must', 'weigh', 'four', 'to', 'six']"
tl_p024r_preTEI,lb,"['of', 'tin', 'Tan', 'Each', 'grenade', 'must', 'weigh', 'four', 'to', 'six']","['And', 'in', 'order', 'to', 'throw', 'them', 'it', 'is', 'necessary', 'that']"
tl_p024r_preTEI,lb,"['powder', 'mixed', 'with', 'coarsely', 'pestled', 'glass', 'And', 'for', 'a', 'quarter']","['of', 'powder', 'one', 'needs', 'half', 'an', 'ounce', 'of', 'glass', 'which']"
tl_p024r_preTEI,ounce,"['for', 'a', 'quarter', 'lb', 'of', 'powder', 'one', 'needs', 'half', 'an']","['of', 'glass', 'which', 'is', 'put', 'with', 'it', 'in', 'order', 'that']"
tl_p024r_preTEI,thethickness of a ,"['required', 'here', 'The', 'hole', 'needs', 'to', 'be', 'as', 'large', 'as']","['swan', 's', 'quill', '&', 'you', 'need', 'not', 'bother', 'to', 'make']"
tl_p024r_preTEI,by the width of one,"['middle', 'of', 'the', 'grenade', '&', 'which', 'comes', 'out', 'of', 'it']","['finger', 'You', 'will', 'fill', 'it', 'with', 'good', 'powder', 'pestled', 'in']"
tl_p024r_preTEI,twice the back edge ofa knife,"['the', 'powder', 'troops', 'The', 'thickness', 'of', 'the', 'grenade', 'should', 'be']",[]
tl_p024v_preTEI,fingers,"['to', 'make', 'a', 'level', 'ground', 'or', 'a', 'platform', 'of', 'four']","['or', 'half', 'a', 'foot', 'thick', 'and', 'one', 'sets', 'them', 'into']"
tl_p024v_preTEI,half a ,"['a', 'level', 'ground', 'or', 'a', 'platform', 'of', 'four', 'fingers', 'or']","['foot', 'thick', 'and', 'one', 'sets', 'them', 'into', 'the', 'earth', 'The']"
tl_p024v_preTEI,feet,"['into', 'the', 'earth', 'The', 'platform', 'is', 'five', 'or', 'six', 'cano']","['larger', 'than', 'the', 'wheels', 'of', 'the', 'cannon', 'on', 'each', 'side']"
tl_p024v_preTEI,width of two gabions,"['touch', 'The', 'distance', 'which', 'is', 'between', 'the', 'pieces', 'is', 'the']","['As', 'long', 'as', 'the', 'battery', 'lasts', 'the', 'gunners', 'sleep', '&']"
tl_p024v_preTEI,kegs,"['One', 'keeps', 'the', 'small', 'powder', 'magazine', 'of', 'three', 'or', 'four']",['separately']
tl_p025r_preTEI,paces,"['a', 'hundred']","['away', 'from', 'the', 'battery', '&', 'one', 'surrounds', 'them', 'with', 'barricades']"
tl_p025r_preTEI,quintals,"['box', 'and', 'other', 'furniture', 'of', 'the', 'cannon', 'one', 'needs', 'seven']","['and', 'a', 'half', 'of', 'iron', 'For', 'the', 'pre', 'The', 'best']"
tl_p025v_preTEI,line,"['the', 'ring', 'of', 'the', 'mouth', '&', 'they', 'diminish', 'it', 'one']","['or', 'more', 'or', 'less', 'on', 'each', 'side', 'always', 'taking', 'their']"
tl_p025v_preTEI,quintals,"['or', 'otherwise', 'And', 'this', 'reduction', 'amounts', 'to', 'seven', 'or', 'eight']","['reduction', '&', 'lightening', 'in', 'weight', 'and', 'the', 'piece', 'is', 'not']"
tl_p025v_preTEI,foot,"['end', 'to', 'the', 'other', 'The', 'trunnions', 'are', 'commonly', 'situated', 'one']","['from', 'the', 'ring', 'of', 'the', 'middle', 'from', 'toward', 'the', 'edge']"
tl_p028r_preTEI,quintals,"['The', 'numbers', 'and', 'dots', 'show', 'how', 'many']","['the', 'piece', 'weighs', 'that', 'carries', 'the', 'marked', 'caliber']"
tl_p028v_preTEI,lb,"['masters', 'remelt', 'it', 'a', 'in', 'grille', 'weighing', 'two', 'or', 'three']","['to', 'easily', 'cut', 'it', 'up', 'and', 'sell', 'it', 'by', 'the']"
tl_p028v_preTEI,lb,"['Commonly', 'the', 'sworn', 'master', 'pewterers', 'from', 'bonnes', 'villes', 'add', 'six']","['of', 'fine', 'lead', 'on', 'or', 'eight', 'on', 'a', 'quintal', 'of']"
tl_p028v_preTEI,quintal,"['six', 'lb', 'of', 'fine', 'lead', 'on', 'or', 'eight', 'on', 'a']","['of', 'fine', 'tin', 'The', 'others', 'who', 'work', 'in', 'the', 'countryside']"
tl_p028v_preTEI,lb,"['il', 'and', 'its', 'softness', 'they', 'put', 'in', 'looking-glass', 'tin', '4']","['per', 'quintal', 'po', 'which', 'whitens', '&', 'hardens', 'and', 'a', 'little']"
tl_p028v_preTEI,quintal,"['its', 'softness', 'they', 'put', 'in', 'looking-glass', 'tin', '4', 'lb', 'per']","['po', 'which', 'whitens', '&', 'hardens', 'and', 'a', 'little', 'six', 'or']"
tl_p028v_preTEI,lb,"['which', 'whitens', '&', 'hardens', 'and', 'a', 'little', 'six', 'or', 'eight']","['of', 'rosette', 'on', 'a', 'quintal', 'to', 'render', 'the', 'plate', 'sonorous']"
tl_p028v_preTEI,quintal,"['a', 'little', 'six', 'or', 'eight', 'lb', 'of', 'rosette', 'on', 'a']","['to', 'render', 'the', 'plate', 'sonorous']"
tl_p028v_preTEI,lb,"['tin', 'is', 'fine', 'one', 'adds', 'less', 'glass-looking', 'tin', 'namely', '4']","['per', 'quintal', 'but', 'if', 'the', 'tin', 'is', 'base', 'that', 'is']"
tl_p028v_preTEI,quintal,"['fine', 'one', 'adds', 'less', 'glass-looking', 'tin', 'namely', '4', 'lb', 'per']","['but', 'if', 'the', 'tin', 'is', 'base', 'that', 'is', 'to', 'say']"
tl_p028v_preTEI,lb,"['lot', 'of', 'lead', 'one', 'puts', 'at', 'least', 'five', 'or', 'six']","['of', 'looking-glass', 'tin', 'to', 'it']"
tl_p028v_preTEI,lb,"['hardly', 'any', 'looking-glass', 'tin', 'one', 'puts', 'about', 'two', 'or', 'three']","['per', 'quintal', 'One', 'puts', 'eight', 'lb', 'of', 'rosette', 'But', 'if']"
tl_p028v_preTEI,quintal,"['looking-glass', 'tin', 'one', 'puts', 'about', 'two', 'or', 'three', 'lb', 'per']","['One', 'puts', 'eight', 'lb', 'of', 'rosette', 'But', 'if', 'there', 'is']"
tl_p028v_preTEI,lb,"['about', 'two', 'or', 'three', 'lb', 'per', 'quintal', 'One', 'puts', 'eight']","['of', 'rosette', 'But', 'if', 'there', 'is', 'a', 'lot', 'of', 'looking-glass']"
tl_p028v_preTEI,lb,"['a', 'lot', 'of', 'looking-glass', 'tin', 'one', 'like', '4', 'or', '5']","['one', 'only', 'puts', 'six', 'of', 'rosette', 'And', 'commonly', 'per', 'quintal']"
tl_p028v_preTEI,quintal,"['lb', 'one', 'only', 'puts', 'six', 'of', 'rosette', 'And', 'commonly', 'per']","['of', 'tin', 'one', 'adds', 'x', 'lb', 'of', 'both']"
tl_p028v_preTEI,lb,"['rosette', 'And', 'commonly', 'per', 'quintal', 'of', 'tin', 'one', 'adds', 'x']","['of', 'both']"
tl_p029r_preTEI,times,"['water', 'so', 'that', 'it', 'is', 'clear', '&', 'grind', 'it', 'several']","['a', 'day', 'for', 'fifteen', 'days', 'Then', 'pour', 'off', 'the', 'water']"
tl_p029v_preTEI,sufficient quantity,"['glass', 'bottle', 'put', 'the', 'best', 'eau-de-vie', 'you', 'can', 'find', 'in']","['For', 'it', 'And', 'stop', 'it', 'well', 'and', 'so', 'diligently', 'that']"
tl_p031v_preTEI,rosarybeads,"['grind', 'it', 'on', 'shale', '&', 'mix', 'in', 'two', 'or', 'three']","['worth', 'of', 'rocaille', 'or', 'more', 'according', 'to', 'the', 'quantity', 'of']"
tl_p032r_preTEI,drops,"['with', 'very', 'little', 'honey', 'that', 'is', 'to', 'say', 'a', 'few']","['to', 'make', 'it', 'stick', 'And', 'with', 'it', 'they', 'form', 'letters']"
tl_p032v_preTEI,width of ten,"['villagers', 'And', 'they', 'make', 'them', 'in', 'long', 'bands', 'some', 'the']","['b', 'straws', 'others', 'of', 'thirteen', 'And', 'they', 'work', 'on', 'them']"
tl_p032v_preTEI,quintal,"['They', 'buy', 'rosette', 'at', 'xx', 'lb', 'a']","['which', 'is', 'harder', 'to', 'melt', 'than', 'latten', 'because', 'it', 'is']"
tl_p032v_preTEI,quintal,"['them', 'by', 'means', 'of', 'water', 'but', 'they', 'are', 'breakable', 'A']","['of', 'per', 'fine', 'coppersmith', 's', 'rosette', 'is', 'sold', 'for', 'xxx']"
tl_p032v_preTEI,quintal,"['founders', 'use', 'is', 'sold', 'for', 'xii', 'or', 'xv', 'lb', 'The']","['of', 'metal', 'six', 'lb', 'Put', 'in']"
tl_p033r_preTEI,the back of a,"['And', 'also', 'the', 'notch', 'needs', 'to', 'be', 'as', 'thick', 'as']","['knife', 'in', 'order', 'that', 'it', 'cannot', 'cause', 'pain', 'And', 'you']"
tl_p033r_preTEI,like a,"['dried', 'between', 'wicker', 'and', 'cut', 'from', 'it', 'a', 'small', 'piece']","['toothpick', '&', 'it', 'm', 'put', 'one', 'end', 'between', 'your', 'index']"
tl_p034r_preTEI,as a,"['You', 'will', 'cut', 'from', 'it', 'a', 'small', 'piece', 'as', 'thick']","['toothpick', '&', 'thus', 'you', 'will', 'give', 'him', 'something', 'from', 'a']"
tl_p035r_preTEI,from the tip of his ,"['a', 'string', 'or', 'a', 'small', 'stick', 'and', 'take', 'the', 'measurement']","['ear', 'to', 'the', 'tip', 'of', 'his', 'nose', 'and', 'show', 'it']"
tl_p035v_preTEI,samesize,"['Take', 'two', 'small', 'wooden', 'bushels', 'of', 'the']","['which', 'should', 'be', 'hollow', 'on', 'the', 'bottom', 'exterior', 'by', 'about']"
tl_p035v_preTEI,width of the back of a ,"['should', 'be', 'hollow', 'on', 'the', 'bottom', 'exterior', 'by', 'about', 'the']","['knife', 'or', 'more', 'One', 'of', 'these', 'will', 'remain', 'empty', '&']"
tl_p035v_preTEI,within thecapacity of one of the bushels,"['you', 'will', 'place', 'as', 'much', 'grain', 'as', 'can', 'be', 'held']","['and', 'over', 'the', 'top', 'put', 'a', 'simple', 'piece', 'of', 'leather']"
tl_p036r_preTEI,as tall as three,"['of', 'plain', 'leather', 'such', 'as', 'cow', 'or', 'morocco', 'somewhat', 'thick']","['fingers', 'sewn', 'like', 'the', 'finger', 'of', 'a', 'glove', '&', 'large']"
tl_p036r_preTEI,largeenough that two ,"['three', 'fingers', 'sewn', 'like', 'the', 'finger', 'of', 'a', 'glove', '&']","['fingertips', 'can', 'fit', 'inside', '&', 'which', 'at', 'the', 'tip', 'which']"
tl_p036r_preTEI,as large as adouble ,"['tip', 'which', 'is', 'a', 'little', 'puckered', 'has', 'a', 'round', 'hole']","['liard', 'Take', 'one', 'two', 'similar', 'boxwood', 'balls', '&', 'let', 'one']"
tl_p037v_preTEI,two,"['leaves', '&', 'not', 'bear', 'enough', 'fruit', 'Make', 'small', 'e', 'holes']","['fingers', 'by', 'two', 'fingers', 'with', 'a', 'stake', '&', 'put', 'in']"
tl_p037v_preTEI,thickness of a ,"['the', 'holes', 'lightly', 'with', 'it', 'Next', 'spread', 'over', 'all', 'the']","['thumb', 'of', 'havets', 'that', 'is', 'to', 'say', 'wheat', 'fl', 'chaff']"
tl_p039r_preTEI,ounce,"['in', 'order', 'to', 'save', 'borax', 'which', 'costs', 'viii', 'sous', 'per']","['&', 'saltpeter', 'x', 'sous', 'per', 'lb']"
tl_p039r_preTEI,lb,"['costs', 'viii', 'sous', 'per', 'ounce', '&', 'saltpeter', 'x', 'sous', 'per']",[]
tl_p039r_preTEI,balls,"['and', 'to', 'fill', 'a', 'vat', 'with', 'it', 'one', 'needs', 'six']","['of', 'it', 'In', 'this', 'one', 'dyes', 'several', 'locks', 'of', 'wool']"
tl_p039r_preTEI,locks,"['needs', 'six', 'balls', 'of', 'it', 'In', 'this', 'one', 'dyes', 'several']","['of', 'wool', 'and', 'if', 'it', 'dyes', 'fifteen', 'times', 'it', 'is']"
tl_p040r_preTEI,pounds,"['Some', 'put', 'on', 'for', 'four']","['of', 'substance', 'of', 'aquafortis', 'four', 'which', 'are', 'in', 'the', 'retort']"
tl_p040r_preTEI,ounces,"['substance', 'of', 'aquafortis', 'four', 'which', 'are', 'in', 'the', 'retort', 'four']","['of', 'common', 'water', 'in', 'the', 'receptacle', 'which', 'is', 'better', 'than']"
tl_p040v_preTEI,half a ,"['you', 'set', 'your', 'retort', 'is', 'sufficiently', 'far', 'one', 'dour', 'or']","['foot', 'from', 'the', 'bottom', 'grate', 'where', 'the', 'charcoal', 'is', 'placed']"
tl_p041r_preTEI,half as much,"['in', 'the', 'fire', 'but', 'one', 'needs', 'to', 'mix', 'it', 'with']","['sand', 'and', 'a', 'quarter', 'or', 'a', 'fifth', 'of', 'horse', 'dung']"
tl_p041r_preTEI,quarter,"['to', 'mix', 'it', 'with', 'half', 'as', 'much', 'sand', 'and', 'a']","['or', 'a', 'fifth', 'of', 'horse', 'dung', 'And', 'leave', 'it', 'to']"
