folio,text in tag,before,after
tc_p055r_preTEI,moys de juing & juillet,"['Ayes', 'au']","['nombre', 'des', 'plus', 'gros', 'escargots', 'que', 'tu', 'pourras', 'avecq', 'leur']"
tc_p055r_preTEI,espace dequinze jours,"['tout', '&', 'le', 'mects', 'soubs', 'le', 'fiens', 'de', 'cheval', 'l']","['les', 'escargots', 'vivront', 'premierement', 'des', 'jaulnes', 'doeufs', 'puys', 'avecq', 'la']"
tc_p055v_preTEI,jours,"['de', 'quinze']","['Apres', 'tu', 'la', 'romperas', 'de', 'bien', 'loings', '&', 'avecq', 'un']"
tc_p056r_preTEI,jours,"['gectes', 'dans', 'le', 'chaulderon', '&', 'la', 'laisses', 'deulx', 'ou', 'trois']","['puys', 'la', 'gectes', 'apres', 'dans', 'ledict', 'muy', 'Et', 'remues', 'le']"
tc_p056r_preTEI,long temp,"['trop', 'penetrant', '&', 'faict', 'petiller', 'les', 'couleurs', 'sil', 'nest', 'de']","['s', 'faict']"
tc_p057r_preTEI,ung quart dheure,"['et', 'plus', 'beau', 'sil', 'est', 'bruny', 'Il', 'Est', 'sec', 'en']","['Laloe', 'feroit', 'bien', 'plus', 'couleur', 'haulte', 'Mais', 'Il', 'est', 'long']"
tc_p057r_preTEI,ung quart dheure,"['Il', 'est', 'long', 'a', 'seicher', '&', 'laultre', 'est', 'sec', 'en']","['lyver', 'aussi', 'bien', 'que', 'leste']"
tc_p057r_preTEI,lyver,"['a', 'seicher', '&', 'laultre', 'est', 'sec', 'en', 'ung', 'quart', 'dheure']","['aussi', 'bien', 'que', 'leste']"
tc_p057r_preTEI,leste,"['est', 'sec', 'en', 'ung', 'quart', 'dheure', 'lyver', 'aussi', 'bien', 'que']",[]
tc_p057v_preTEI,longue duree,"['paindre', '&', 'estoffer', '&', 'sont', 'legieres', 'et', 'portatives', '&', 'de']","['Ce', 'qui', 'semprainct', 'sur', 'ung', 'relief', 'se', 'faict', 'aultrement', 'et']"
tc_p057v_preTEI,ans,"['Lhuille', 'de', 'noix', 'de', '4', 'ou', '5']","['qui', 'est', 'Cler', 'est', 'la', 'meilheure', 'couleur', 'garde', 'de', 'poulsiere']"
tc_p058r_preTEI,moys,"['carnations', 'et', 'ou', 'entre', 'la', 'ceruse', 'en', 'cinq', 'ou', 'six']","['jaulnissent', 'Mais', 'le', 'blanc', 'de', 'plomb', 'ne', 'se', 'change', 'poinct']"
tc_p058r_preTEI,fort longtemps,"['avecq', 'la', 'laque', '&', 'avecques', 'laspalthe', 'qui', 'ne', 'seicheroient', 'de']","['sans', 'cela']"
tc_p059v_preTEI,jours,"['sont', 'les', 'plus', 'desiccatifs', 'touteffois', 'il', 'leur', 'fault', 'bien', 'deulx']","['Si', 'tu', 'veulx', 'prouver', 'si', 'quelque', 'huile', 'est', 'desiccative', 'destrempe']"
tc_p059v_preTEI,jour,"['sont', 'les', 'plus', 'desiccatifs', 'touteffois', 'il', 'leur', 'fault', 'bien', 'deulx']","['s', 'Si', 'tu', 'veulx', 'prouver', 'si', 'quelque', 'huile', 'est', 'desiccative']"
tc_p060v_preTEI,heure,"['cy', 'est', 'excellent', 'pour', 'tableaulx', 'et', 'est', 'sec', 'en', 'une']","['et', 'ne', 'grippe', 'point', 'comme', 'celuy', 'de', 'tour', 'mentine']"
tc_p060v_preTEI,le soir,"['quelque', 'fois', 'de', 'la', 'besoigne', 'entreprise', 'par', 'un', 'aultre', 'secretement']","['versent', 'quelques', 'gouttes', 'dhuile', 'sur', 'le', 'daspic', 'sur', 'le', 'bord']"
tc_p062r_preTEI,sont longues,"['Les', 'perspectives']","['a', 'huile', 'a', 'cause', 'de', 'plusieurs', 'traicts', 'quil', 'fault', 'faire']"
tc_p062v_preTEI,long temps,"['Quand', 'limpression', 'est', 'de']","['faicte', 'elle', 'sengraisse', 'il', 'la', 'fault', 'frotter', 'avecq', 'de', 'la']"
tc_p063v_preTEI,moys de may,['Au'],"['on', 'mect', 'de', 'la', 'fiente', 'de', 'vache', 'pourrir', 'soubs', 'le']"
tc_p063v_preTEI,lendemain,"['pendant', 'que', 'louvraige', 'est', 'frais', 'Car', 'si', 'tu', 'attendois', 'au']","['il', 'seroit', 'sec', '&', 'tu', 'ne', 'pourrois', 'nettement', 'achever']"
tc_p065v_preTEI,ans,"['aprentif', 'travaille', 'de', 'blanc', '&', 'de', 'noir', 'deulx', 'ou', 'trois']","['pour', 'se', 'rendre', 'artiste']"
tc_p066r_preTEI,lendemain,"['jaulne', 'affin', 'que', 'la', 'composition', 'retire', 'a', 'lor', 'Dore', 'le']","['un', 'jo', 'quil', 'est', 'pose', 'si', 'tu', 'as', 'dans', 'la']"
tc_p066r_preTEI,soir,"['est', 'pose', 'si', 'tu', 'as', 'dans', 'la', 'fais', 'lassiete', 'le']","['de', 'la', 'couleur']"
tc_p066r_preTEI,jour,"['Apres', 'avoyr', 'dore', 'laisse', 'le', 'seicher', '&', 'reposer', 'un']","['apres', 'frote', 'la', 'doreure', 'avecq', 'une', 'plume', '&', 'du', 'cotton']"
tc_p066r_preTEI,heure,"['Le', 'vernis', 'sera', 'sec', 'dans', 'une']","['Il', 'augmentera', 'la', 'couleur', 'de', 'lor', 'Et', 'cest', 'or', 'mat']"
tc_p066r_preTEI,jours,"['frotte', 'Mays', 'quil', 'soict', 'bien', 'sec', 'de', 'huict', 'ou', 'dix']",[]
tc_p066r_preTEI,temps,"['pinceaulx', 'a', 'huile', 'nest', 'pas', 'si', 'bon', '&', 'avecq', 'le']","['ternist', 'lor', 'a', 'cause', 'du', 'verdegris', 'Il', 'ne', 'fault', 'pas']"
tc_p066r_preTEI,un jour ou une,"['pas', 'dorer', 'dor', 'mat', 'apres', 'avecq', 'avoyr', 'dore', 'Mays', 'attendre']","['nuit', 'Mays', 'advise', 'quil', 'ne', 'Et', 'lors', 'estant', 'comme', 'sec']"
tc_p066v_preTEI,heures,"['commence', 'a', 'gripper', 'cest', 'signe', 'que', 'dans', 'dix', 'ou', 'douze']","['il', 'sera', 'sec', '&', 'propre', 'a', 'dorer']"
tc_p066v_preTEI,jour,"['les', 'dessus', '&', 'ilz', '&', 'faictes', 'cela', '3', 'fois', 'le']","['&', 'continues', '4', 'ou', '5', 'jour', 's', 'apres', 'faictes', 'emplastre']"
tc_p066v_preTEI,jours,"['cela', '3', 'fois', 'le', 'jour', '&', 'continues', '4', 'ou', '5']","['apres', 'faictes', 'emplastre', 'de', 'tourmentine', 'de', 'venise', 'ou', 'pour', 'mieulx']"
tc_p066v_preTEI,avecq le temps,"['la', 'pluye', '&', 'aultrement', '&', 'plustost', 'faict', 'Lor', 'bruny', 'sesclate']","['&', 'se', 'desfaict', 'a', 'la', 'pluye']"
tc_p066v_preTEI,nuit,"['Aplique', 'dessus', 'la']","['des', 'lamines', 'fort', 'tanvres', 'de', 'plomb', 'remede', 'singulier']"
tc_p067v_preTEI,heure,"['tourmentine', 'faict', 'avecq', 'de', 'ceste', 'huile', 'est', 'sec', 'dans', 'une']",[]
tc_p069r_preTEI,apres un temps pluvieulx,"['pierrieres', 'qu', 'grisastres', 'qui', 'semblent', 'estre', 'composes', 'darene', 'tu', 'vois']","['certains', 'petits', 'moncelets', 'comme', 'de', 'poulciere', 'attaches', 'aulx', 'dicts', 'rochers']"
tc_p071r_preTEI,long traict,"['vin', 'douls', 'nouveau', 'quilz', 'ne', 'peuvent', 'avoyr', 'pourceque', 'par', 'le']","['de', 'la', 'mer', 'le', 'vin', 'a', 'perdu', 'sa', 'doulceur', 'et']"
tc_p073r_preTEI,Jour,"['leau', 'dessus', 'environ', 'quatre', 'doigts', 'et', 'le', 'laisses', 'tremper', 'ung']","['/', 'prenes', 'de', 'leau', 'ou', 'ladicte', 'chault', 'a', 'trempe', 'Et']"
tc_p073v_preTEI,journee,"['tour', 'Et', 'Mectes', 'vostre', 'pot', 'dedans', 'ledict', 'fourneau', 'toute', 'la']",[]
tc_p074r_preTEI,par lespace de vingt quatreheures,"['tout', 'quelque', 'temps', 'appres', 'dedans', 'ung', 'pot', 'plombe', 'au', 'foeu']","['vous', 'aures', 'de', 'bon', 'vernilhon']"
tc_p074r_preTEI,heures,"['cuyre', 'a', 'petit', 'foeu', 'Et', 'quil', 'bouilhe', 'lespace', 'de', 'cinq']","['vous', 'prendres', 'demy', 'once', 'de', 'colle', 'farine', '&', 'le', 'feres']"
tc_p074r_preTEI,heures,"['&', 'le', 'feres', 'bouilhir', 'en', 'Remouvant', 'tousjours', 'Lespace', 'de', 'cinq']","['Et', 'puys', 'vous', 'mectres', 'alung', 'daraucq', 'de', 'Roc', 'deux', 'onces']"
tc_p075v_preTEI,Jours,"['dolive', 'Et', 'la', 'Carne', 'au', 'cas', 'semblablement', 'quatre', 'ou', 'Cinq']","['&', 'puys', 'le', 'bouilhir', 'la', 'ou', 'Il', 'aura', 'trempe', 'lespace']"
tc_p075v_preTEI,heure,"['puys', 'le', 'bouilhir', 'la', 'ou', 'Il', 'aura', 'trempe', 'lespace', 'dune']","['&', 'la', 'tirer', 'hors', 'de', 'lhuille', 'Et', 'prandre', 'du', 'souffre']"
tc_p076r_preTEI,Jours,"['puys', 'mectre', 'le', 'pot', 'en', 'ung', 'fumier', 'lespace', 'de', 'quinze']","['Et', 'quand', 'il', 'sera', 'hors', 'vous', 'feres', 'bouillir', 'vos', 'matieres']"
tc_p076r_preTEI,heures,"['sera', 'hors', 'vous', 'feres', 'bouillir', 'vos', 'matieres', 'lespace', 'de', 'trois']",[]
tc_p076v_preTEI,jours,"['ou', 'aultre', 'lieu', 'humide', 'par', 'lespace', 'de', 'huict', 'ou', 'dix']","['puys', 'quand', 'en', 'vouldres', 'user', 'fault', 'le', 'chauffer', 'et', 'en']"
tc_p076v_preTEI,demye,"['de', 'vin', 'blanc', 'Et', 'faire', 'bouillir', 'les', 'matieres', 'lespace', 'de']","['heure', '&', 'poser', 'vos', 'couleurs', 'sur', 'vostre', 'fer', 'ou', 'Estaing']"
tc_p077r_preTEI,nuit,"['Fais', 'une', 'petite', 'coiffe', 'de', 'plomb', '&', 'la', 'porte', 'la']","['Excellent', 'secret', 'Essaye', 'un', 'masque', 'de', 'plomb']"
tc_p077r_preTEI,au moys demay,"['Fais', 'secher', 'du', 'rosmarin']","['puys', 'emplis', 'ce', 'godet', 'de', 'pouldre', 'diceluy', 'Et', 'mects', 'un']"
tc_p077r_preTEI,long temps,"['la', 'laissent', 'secher', 'a', 'lombre', 'peu', 'a', 'peu', '&', 'a']","['Et', 'en', 'moulent', 'fort', 'net', 'Mays', 'il', 'ne', 'fault', 'pas']"
tc_p077v_preTEI,Jour,"['proffict', 'aveq', 'ladicte', 'eau', 'et', 'le', 'laisse', 'reposer', 'lespace', 'dung']","['&', 'demy', '&', 'puys', 'prens', 'ladicte', 'eau', '&', 'la', 'mectz']"
tc_p078r_preTEI,Jours,"['fian', 'de', 'cheval', 'bien', 'chault', 'lespace', 'de', 'huict', 'ou', 'neuf']",[]
tc_p078v_preTEI,heure,"['fort', 'vinaigre', 'puys', 'fais', 'tramper', 'ton', 'os', 'ou', 'corne', 'une']","['&', 'puys', 'le', 'mectz', 'en', 'besongne']"
tc_p079r_preTEI,a toute heure,"['quelle', 'soit', 'toute', 'passee', 'puys', 'en', 'lavez', 'vos', 'v', 'yeux']","['que', 'vous', 'vouldres', '&', 'aveq', 'layde', 'de', 'dieu', 'vous', 'vous']"
tc_p079v_preTEI,heures,"['quand', 'il', 'sera', 'cuit', '&', 'si', 'fault', 'quil', 'soit', 'six']","['&', 'gardes', 'que', 'la', 'fumee', 'ne', 'vous', 'face', 'mal', 'car']"
tc_p079v_preTEI,matin,"['Prens', 'le']","['une', 'rostie', 'au', 'boeurre', '&', 'lantimoine', 'ne', 'aultre', 'vapeur', 'ne']"
tc_p081r_preTEI,tous lesjours,"['le', 'piler', '&', 'faire', 'tremper', 'plusieurs', 'fois', '&', 'changer', 'deau']","['affin', 'quil', 'ne', 'sente', 'point', 'mal', '&', 'comme', 'tu', 'lauras']"
tc_p082v_preTEI,Ancienem,[],"['ent', 'ilz', 'destrempoient', 'leurs', 'ressorts', 'les', 'plongeant', 'dans', 'du', 'plomb']"
tc_p082v_preTEI,aujourdhuy,"['destrempoient', 'leurs', 'ressorts', 'les', 'plongeant', 'dans', 'du', 'plomb', 'fondu', 'Mays']","['ilz', 'trempent', 'leurs', 'ressorts', 'touts', 'droits', '&', 'les', 'replient', 'estant']"
tc_p084r_preTEI,apres que le pain en esttire,"['Je', 'croy', 'que', 'le', 'recuire', 'a', 'la', 'gueule', 'du', 'four']","['seroit', 'fort', 'propre', 'Il', 'ne', 'fault', 'point', 'plaindre', 'la', 'peyne']"
tc_p084r_preTEI,advents de Noel,"['Moulue', 'aulx']","['se', 'garde', 'tout', 'lan']"
tc_p084r_preTEI,toutlan,"['Moulue', 'aulx', 'advents', 'de', 'Noel', 'se', 'garde']",[]
tc_p085r_preTEI,jours,"['usons', 'pour', 'sable', '&', 'lhumecte', '&', 'en', 'trois', 'ou', '4']","['il', 'sera', 'vert', 'huile', 'les', 'apres', '&', 'les', 'tiens', 'soubs']"
tc_p086v_preTEI,nuit,"['&', 'moulay', 'fort', 'net', 'Je', 'le', 'laissay', 'reposer', 'toute', 'une']","['Le', 'lendemain', 'matin', 'je', 'le', 'fis', 'recuire', 'peu', 'a', 'peu']"
tc_p086v_preTEI,lendem,"['fort', 'net', 'Je', 'le', 'laissay', 'reposer', 'toute', 'une', 'nuit', 'Le']","['ain', 'matin', 'je', 'le', 'fis', 'recuire', 'peu', 'a', 'peu', 'lespace']"
tc_p086v_preTEI,heures,"['fis', 'recuire', 'peu', 'a', 'peu', 'lespace', 'de', 'sept', 'ou', 'huict']","['(car', 'sil', 'est', 'possible', 'il', 'ne', 'fault', 'quil', 'reste', 'aulcune']"
tc_p087r_preTEI,trois jours en la sepmaine,"['fondeurs', 'ont', 'quelques', 'uns', 'ceste', 'superstition', 'quil', 'ny', 'a', 'que']","['bons', 'a', 'fondre', 'scavoir', 'le', 'mardy', 'le', 'mercredy', 'jeudy', 'et']"
tc_p087r_preTEI,mardy,"['trois', 'jours', 'en', 'la', 'sepmaine', 'bons', 'a', 'fondre', 'scavoir', 'le']","['le', 'mercredy', 'jeudy', 'et', 'le', 'sabmedy', 'les', 'aultres', 'leur', 'sont']"
tc_p087r_preTEI,mercredy,"['en', 'la', 'sepmaine', 'bons', 'a', 'fondre', 'scavoir', 'le', 'mardy', 'le']","['jeudy', 'et', 'le', 'sabmedy', 'les', 'aultres', 'leur', 'sont', 'malheureulx']"
tc_p087r_preTEI,jeudy,"['la', 'sepmaine', 'bons', 'a', 'fondre', 'scavoir', 'le', 'mardy', 'le', 'mercredy']","['et', 'le', 'sabmedy', 'les', 'aultres', 'leur', 'sont', 'malheureulx']"
tc_p087r_preTEI,sabmedy,"['a', 'fondre', 'scavoir', 'le', 'mardy', 'le', 'mercredy', 'jeudy', 'et', 'le']","['les', 'aultres', 'leur', 'sont', 'malheureulx']"
tc_p087v_preTEI,tout lan,"['vin', 'ou', 'pour', 'mieulx', 'vinaigre', 'Et', 'en', 'font', 'provision', 'pour']","['dans', 'un', 'barriquet']"
tc_p087v_preTEI,jour,"['bien', 'mouler', 'apres', 'avoyr', 'tes', 'sables', 'præpares', 'moule', 'en', 'un']","['recuits', 'lentement', 'le', 'lendemain', 'puys', 'jectes', 'laultre']"
tc_p087v_preTEI,lendemain,"['tes', 'sables', 'præpares', 'moule', 'en', 'un', 'jour', 'recuits', 'lentement', 'le']","['puys', 'jectes', 'laultre']"
tc_p088v_preTEI,nuict,"['&', 'poses', 'sur', 'un', 'mabre', 'dans', 'une', 'cave', 'Dans', 'une']","['ilz', 'ont', 'este', 'asses', 'moictes', 'deulx', 'mesme', 'sans', 'les', 'humecter']"
tc_p089v_preTEI,serain,"['despouiller', 'Il', 'suffist', 'de', 'lhumecter', 'dans', 'une', 'cave', 'ou', 'au']","['ou', 'pour', 'avoyr', 'plustost', 'faict', 'dans', 'une', 'feille', 'de', 'papier']"
tc_p089v_preTEI,jours,"['pour', 'lb', 'et', 'lhumecter', 'en', 'lieu', 'humide', 'deulx', 'ou', 'trois']","['&', 'de', 'telle', 'sorte', 'que', 'quand', 'tu', 'le', 'prens', 'a']"
tc_p089v_preTEI,jour,"['faire', 'mo', 'laisse', 'seicher', 'de', 'soy', 'mesme', 'sans', 'foeu', 'un']","['ou', 'deulx', 'Combien', 'que', 'si', 'tu', 'as', 'haste', 'tu', 'le']"
tc_p090r_preTEI,serain,"['tresnet', 'les', 'choses', 'de', 'bas', 'relief', 'sans', 'estre', 'humectes', 'au']","['ou', 'en', 'la', 'cave', 'ou', 'aultrement', 'avecq', 'la', 'serviete', '&']"
tc_p090v_preTEI,de deulx ans en deulx ans,"['les', 'pourroit', 'faire', 'rouler', 'gastent', 'les', 'allees', 'des', 'jardins', 'Et']","['ilz', 'noublient', 'pas', 'douvrir', 'les', 'costes', 'des', 'caisses', 'pour', 'roigner']"
tc_p092v_preTEI,heure,"['Il', 'se', 'congelle', 'comme', 'jay', 'essaye', 'le', 'faisant', 'bouillir', 'une']","['ou', 'deulx', 'dans', 'une', 'asses', 'grande', 'cassolle', 'de', 'fer', 'y']"
tc_p093r_preTEI,une foys le moys,"['Elles', 'se', 'gastent', 'si']","['on', 'ne', 'leur', 'rafreschist', 'leur', 'eau', 'sel', 'quil', 'ne', 'fault']"
tc_p093r_preTEI,jour des rameaulx,"['Que', 'quand', 'il', 'gele', 'le']","['il', 'gele', 'tous', 'les', 'moys', 'de', 'lan']"
tc_p093r_preTEI,tous les moys,"['Que', 'quand', 'il', 'gele', 'le', 'jour', 'des', 'rameaulx', 'il', 'gele']","['de', 'lan']"
tc_p094r_preTEI,heure,"['si', 'elle', 'est', 'trop', 'dure', 'On', 'la', 'faict', 'tremper', 'une']","['ou', 'deux', 'en', 'eau', 'fort', 'peu', 'tiede', 'Car', 'si', 'elle']"
tc_p096r_preTEI,jour,"['x', 'fourreaulx', 'Un', 'ouvrier', 'en', 'peult', 'aysement', 'faire', 'vi', 'par']","['Silz', 'sont', 'trop', 'espes', 'on', 'les', 'pare', 'un', 'peu', 'avecq']"
tc_p096v_preTEI,heure,"['allume', '&', 'les', 'faict', 'on', 'chaufer', 'ainsy', 'bien', 'fort', 'une']","['ou', 'deulx', 'Et', 'comme', 'les', 'cendres', 'sont', 'fort', 'chauldes', 'on']"
tc_p096v_preTEI,jour,"['qui', 'empecheroit', 'de', 'prendre', 'la', 'couleur', 'Il', 'fault', 'presque', 'un']","['pour', 'aprester', 'adoulcir', '&', 'mectre', 'en', 'couleur', 'deau', 'Mays', 'quelles']"
tc_p097v_preTEI,long temps,"['quilz', 'couchent', 'leurs', 'painctures', 'fort', 'Espesses', '&', 'ne', 'sont', 'de']","['seiches', 'au', 'dedans', 'bien', 'que', 'dessus', 'elle', 'fassent', 'une', 'peau']"
tc_p098r_preTEI,pauses,"['ou', 'chose', 'semblable', '&', 'y', 'ayant', 'demeure', 'sept', 'ou', 'huict']","['ilz', 'le', 'tirent', 'et', 'le', 'secouent', 'frapant', 'dessus', 'avecq', 'quelque']"
tc_p098r_preTEI,an,"['le', 'bien', 'nettoyer', '&', 'desgraisser', 'il', 'le', 'font', 'bouillir', 'd']","['s', 'du', 'vinaigre', 'Puys', 'lessuyent', 'bien', 'avecq', 'un', 'linge', 'Apres']"
tc_p098v_preTEI,toutlan,"['un', 'barricot', 'quon', 'emplist', 'de', 'saulmure', 'Puys', 'on', 'les', 'sert']","['parmy', 'les', 'salades', 'crus', 'avecq', 'huile', '&', 'vinaigre', 'car', 'estant']"
tc_p099r_preTEI,heures,"['qui', 'sallume', 'de', 'soy', 'mesme', 'le', 'crusol', 'une', 'ou', 'deulx']","['et', 'p', 'avecq', 'la', 'matiere', 'dedans', 'Et', 'puys', 'soufler', '&']"
tc_p100r_preTEI,temps nest serain &sec,"['mourir', 'lor', 'Il', 'sera', 'sec', 'bien', 'tost', 'Touteffoys', 'si', 'le']","['ne', 'ladoulcis', 'pas', 'car', 'si', 'le', 'temps', 'est', 'relent', '&']"
tc_p100r_preTEI,temps est relent & humide,"['nest', 'serain', '&', 'sec', 'ne', 'ladoulcis', 'pas', 'car', 'si', 'le']","['il', 'se', 'rendroit', 'noir']"
tc_p100v_preTEI,heure & demye,"['Elles', 'sont', 'faictes', 'en', 'une']",[]
tc_p101r_preTEI,jour,"['gueule', 'quil', 'soict', 'comble', 'et', 'laisse', 'allumer', 'Et', 'entretiens', 'tou']","['s', 'la', 'chaleur', 'esgalle', 'sans', 'laisser', 'abaisser', 'le', 'charbon', 'Et']"
tc_p101r_preTEI,heure & demye,"['&', 'la', 'topasse', 'sont', 'de', 'meme', 'chaleur', '&', 'pour', 'une']","['de', 'foeu', 'Car', 'elles', 'se', 'pourroient', 'brusler', 'Le', 'ruby', 'en']"
tc_p101v_preTEI,jour,"['pas', 'si', 'grand', 'foeu', 'Le', 'ruby', 'veult', 'foeu', 'tout', 'un']","['Et', 'sil', 'nha', 'pas', 'asses', 'de', 'foeu', 'il', 'naura', 'que']"
tc_p102v_preTEI,Au mois daougst,[],"['la', 'fleur', 'est', 'mieulx', 'cuicte', '&', 'plus', 'propre', 'a', 'fayre']"
tc_p102v_preTEI,jour,"['apres', 'bouchee', '&', 'laisse', 'fanir', 'a', 'lombre', 'la', 'dedans', 'un']","['puys', 'mects', 'y', 'de', 'la', 'premiere', 'substance', 'de', 'vin', '&']"
tc_p102v_preTEI,jours,"['substance', 'de', 'vin', '&', 'la', 'laisse', 'reposer', 'trois', 'ou', 'quattre']","['Et', 'exprime', 'apres', 'le', 'tout', 'dans', 'une', 'aultre', 'vaisseau', '&']"
tc_p102v_preTEI,moys,"['nouvelles', 'fleurs', 'Apres', 'laisse', 'au', 'soleil', 'la', 'derniere', 'infusion', 'un']","['Apres', 'distille', 'la', 'par', 'alenbic', 'Ap', 'Et', 'de', 'ceste', 'eau']"
tc_p103r_preTEI,espace que tudiras,"['remects', 'de', 'nouvelle', '&', 'lave', '&', 'remue', 'la', 'composition', 'l']","['8', 'pater', 'noster', 'A', 'la', '3', 'l', 'espace', 'de', '7']"
tc_p103r_preTEI,espace de 9 jours,"['onguent', 'blanc', '&', 'doulx', 'duquel', 'tu', 'oingdras', 'la', 'brusleure', 'l']","['Mays', 'ny', 'en', 'mects', 'pas', 'dadvantage', 'Car', 'il', 'te', 'faeroit']"
tc_p103r_preTEI,deulx foys le jour,"['Car', 'il', 'te', 'faeroit', 'surcroistre', 'la', 'chair', 'Tu', 'pte', 'penseras']","['&', 'a', 'chasque', 'foys', 'tu', 'te', 'laveras', 'le', 'visaige', 'avecq']"
tc_p103v_preTEI,long temps,"['une', 'bouteille', 'de', 'verre', '&', 'si', 'tu', 'le', 'veulx', 'garder']","['mects', 'y', 'un', 'peu', 'de', 'sel', '&', 'de', 'cela', 'mesles']"
tc_p104r_preTEI,heures,"['leau', 'fort', 'en', 'un', 'matras', 'Et', 'le', 'laisse', 'reposer', 'deux']","['sans', 'le', 'mectre', 'sur', 'le', 'foeu', 'Mectes', 'y', 'lor', 'fort']"
tc_p104r_preTEI,heure,"['violette', 'apres', 'mects', 'la', 'tremper', 'dans', 'du', 'vin', 'blanc', 'une']","['ou', 'deulx', 'puys', 'gratte', 'la', '&', 'laisse', 'ce', 'que', 'tu']"
tc_p104v_preTEI,nuit,"['dhuile', 'leur', 'faire', 'boire', 'a', 'jeun', 'les', 'ayant', 'tenus', 'la']","['enfermes', 'sans', 'manger', 'Aprouve']"
tc_p105r_preTEI,de lanneemesme,"['nouvelle', 'mise', 'que', 'labre', 'que', 'tu', 'veulx', 'hanter', 'a', 'faict']","['&', 'en', 'couper', 'une', 'branche', 'dans', 'laquelle', 'tu', 'voys', 'quaupres']"
tc_p105r_preTEI,jours,"['rien', 'descouvert', 'que', 'la', 'foeille', 'qui', 'dans', 'trois', 'ou', '4']","['te', 'donnera', 'indice', 'si', 'lescusson', 'doibt', 'prendre', 'selon', 'quelle', 'sera']"
tc_p105r_preTEI,jours,"['selon', 'quelle', 'sera', 'verte', 'Laisse', 'ton', 'hante', 'sept', 'ou', 'huict']","['ainsy', 'Puys', 'le', 'deslie', '&', 'joincts', 'bien', 'lescorce', 'mesmement', 'a']"
tc_p105v_preTEI,despuys la,"['que', 'le', 'revers', 'soict', 'comble', 'Ceste', 'sorte', 'dhanter', 'se', 'practique']","['my', 'may', 'que', 'les', 'arbres', 'ont', 'desja', 'boute', '&', 'faict']"
tc_p105v_preTEI,jusques au commancem,['mise'],"['ent', 'daougst', 'Et', 'que', 'les', 'abres', 'sont', 'en', 'sabe', 'Les']"
tc_p105v_preTEI,Au moys de Janvier,"['de', 'noyau', 'qui', 'y', 'sont', 'les', 'meilleurs', 'quils', 'se', 'hastent']","['communement', 'les', 'abres', 'de', 'noyau', 'comme', 'perces', 'mericotons', 'se', 'hantent']"
tc_p105v_preTEI,jour,"['Il', 'le', 'fault', 'paistre', 'le', 'premier']","['par', 'contraincte', 'luye', 'donnant', 'prenant', 'hors', 'de', 'la', 'cage', 'dans']"
tc_p105v_preTEI,temps de leur volupte,"['leur', 'naturel', 'la', 'viande', 'quilz', 'aiment', 'le', 'plus', '&', 'le']","['Le', 'rossignol', 'aultant', 'quil', 'chante', 'mainctient', 'un', 'quartier', 'pour', 'luy']"
tc_p105v_preTEI,Le soir et le,[],"['matin', 'a', 'la', 'fraischeur', 'vers', 'les', 'fontaines', '&', 'lieulx', 'ombrageulx']"
tc_p106r_preTEI,long temps,"['ou', 'lesards', 'que', 'tu', 'veulx', 'mouler', 'ne', 'doibvent', 'pas', 'estre']","['gardes', 'car', 'sils', 'sont', 'vifs', 'ilz', 'se', 'maigrisent', 'et', 'sils']"
tc_p106v_preTEI,heure,"['les', 'fault', 'recuire', 'jusques', 'a', 'ce', 'quelles', 'ayent', 'este', 'une']","['ou', 'deux', 'bien', 'rouges', '&', 'les', 'piler', '&', 'passer', 'subtillement']"
tc_p106v_preTEI,moys,"['se', 'ga', 'comme', 'dit', 'est', 'icy', 'se', 'garde', 'bien', 'un']","['ou', 'deulx', 'bien', 'serre', 'en', 'lieu', 'sec', 'Si', 'ce', 'nest']"
tc_p107r_preTEI,jours,"['ferry', 'doibt', 'estre', 'embrase', 'dans', 'la', 'fournaise', 'des', 'verriers', 'quattre']",[]
tc_p108v_preTEI,asses long temps,"['a', 'foeu', 'de', 'fusion', 'de', 'sorte', 'que', 'le', 'sable', 'demeure']","['creusel', 'demeure', 'un', 'quart', 'dheure', 'rouge', 'cela', 'se', 'faict', 'plus']"
tc_p108v_preTEI,quart dheure,"['que', 'le', 'sable', 'demeure', 'asses', 'long', 'temps', 'creusel', 'demeure', 'un']","['rouge', 'cela', 'se', 'faict', 'plus', 'pour', 'le', 'mundifier', 'que', 'pour']"
tc_p109v_preTEI,jours,"['est', 'fort', 'grande', 'il', 'sabstient', 'de', 'manger', 'sept', 'ou', 'huict']","['si', 'une', 'fois', 'il', 'ha', 'devore', 'quelque', 'grenoille', 'il', 'en']"
tc_p109v_preTEI,heures,"['comme', 'sil', 'estoit', 'vif', 'il', 'tient', 'bien', 'deulx', 'ou', 'trois']","['une', 'grenoille', 'engloutie', '&', 'la', 'rend', 'toute', 'vive']"
tc_p110r_preTEI,quart,"['devant', 'quil', 'samaigrisse', 'Il', 'ne', 'le', 'fault', 'faire', 'mourir', 'quun']","['dheure', 'devant', 'que', 'tu', 'veulx', 'mouler']"
tc_p111v_preTEI,Au printemps,"['auroit', 'meilleur', 'remede', 'que', 'de', 'luy', 'couper', 'promptement', 'la', 'teste']","['comme', 'ilz', 'ont', 'change', 'de', 'peau', 'ilz', 'sont', 'plus', 'beaus']"
