folio,text in tag,before,after
tc_p003r_preTEI,tourmentine,"['Il', 'fault', 'un', 'peu', 'plus', 'de']","['que', 'dhuile', 'de', 'tourmentine', 'affin', 'de', 'donner', 'corps', 'au', 'vernis']"
tc_p003r_preTEI,huile de tourmentine,"['Il', 'fault', 'un', 'peu', 'plus', 'de', 'tourmentine', 'que', 'd']","['affin', 'de', 'donner', 'corps', 'au', 'vernis', 'lequel', 'se', 'doibt', 'coucher']"
tc_p003r_preTEI,vernis,"['tourmentine', 'que', 'dhuile', 'de', 'tourmentine', 'affin', 'de', 'donner', 'corps', 'au']","['lequel', 'se', 'doibt', 'coucher', 'avecq', 'le', 'doigt', 'affin', 'de', 'lestendre']"
tc_p003r_preTEI,vernist,"['quand', 'il', 'est', 'espes', 'il', 'jaulnist', 'et', 'grippe', 'On', 'ne']","['pas', 'pour', 'faire', 'luire', 'les', 'tableaulx', 'car', 'cela', 'ne', 'faict']"
tc_p003r_preTEI,vernis,"['Il', 'y', 'a', 'du']","['qui', 'est', 'long', 'a', 'seicher', '&', 'degoute', 'plus', 'de', 'deux']"
tc_p003r_preTEI,huile de lin,"['poinct', 'comme', 'celuy', 'du', 'temps', 'passe', 'qui', 'estoit', 'faict', 'd']","['daux', 'bouillis', 'dedans', 'pour', 'lestaindre', '&', 'degraisser', '&', 'avecq', 'du']"
tc_p003r_preTEI,aux,"['du', 'temps', 'passe', 'qui', 'estoit', 'faict', 'dhuile', 'de', 'lin', 'd']","['bouillis', 'dedans', 'pour', 'lestaindre', '&', 'degraisser', '&', 'avecq', 'du', 'bled']"
tc_p003r_preTEI,bled,"['daux', 'bouillis', 'dedans', 'pour', 'lestaindre', '&', 'degraisser', '&', 'avecq', 'du']","['Et', 'cestuy', 'cy', 'jaulnissoict', '&', 'rendoit', 'verdastre', 'la', 'couleur', 'bleue']"
tc_p003r_preTEI,grosse tourmentine commune,"['des', 'tableaulx', 'Cestuy', 'se', 'faict', 'comme', 'laultre', 'horsmis', 'quon', 'mect']",[]
tc_p003r_preTEI,vernis de mastic,"['qui', 'sont', 'imbeues', 'et', 'les', 'garder', 'de', 'la', 'poulsiere', 'Le']","['ne', 'soubstient', 'point', 'la', 'pluye', 'Mays', 'bien', 'celuy', 'dhuile', 'et']"
tc_p003r_preTEI,huile,"['mastic', 'ne', 'soubstient', 'point', 'la', 'pluye', 'Mays', 'bien', 'celuy', 'd']","['et', 'rousine']"
